PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA0103040,NORRIS CANYON PROPERTY OWNERS ASSN,DISTRICT 04 - SAN FRANCISCO,ALAMEDA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARY JO FERRIS,Mojoferris@yahoo.com,510-205-2263,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1206002,PALOMINO ESTATES WATER COMPANY,DISTRICT 01 - KLAMATH,HUMBOLDT,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,STEVE MITCHELL,texacorex@gmail.com,707-923-2709,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA2300596,BIG RIVER VISTA MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,MENDOCINO,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DENNACK MURPHY,dennakm@gmail.com,0,NA,NA,NA,NA,NA,Donna Feiner,dfeiner@mcn.org,(707) 937-0720
CA2300705,LITTLE LAKE MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,MENDOCINO,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHELLE WILSON,1sonohead@gmail.com,0,NA,NA,NA,NA,NA,Sarah Bradley,darkgulch.environmental@gmail.com,70773440922
CA5601125,COMMUNITY MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROBERT ERANIO,reranio@hotmail.com,805-482-2001,NA,NA,NA,NA,NA,BARNEY CAUDILL,barney@farmersirrigation.org,NA
CA2800525,LA TIERRA HEIGHTS MUTUAL,LPA58 - NAPA COUNTY,"NAPA",19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KEN COX,kenelipse7@juno.com,707-965-2874,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3200195,GREENHAVEN HOA,LPA62 - PLUMAS COUNTY,PLUMAS,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MATT CERNEY,mcerney@fs.fed.us,530-284-0990,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3301502,PARADISE VALLEY MWC,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHN KOZLIK,clintmiller760@gmail.com,951-659-2313,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA2700547,DESMOND RD WS #03,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KATE SAWYERS,EDSWATERCO@GMAIL.COM,831-234-0015,NA,NA,NA,NA,NA,Kate Sawyers,edswaterco@gmail.com,None
CA2700622,OUTLOOK WA,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KAROL ANDREWS,OutlookWaterAssn@gmail.com,831-372-8264,NA,NA,NA,NA,NA,K Andrews,jimmy.karol.88@comcast.net,None
CA2700656,MORO COJO MWA,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE FICHTER,na10995@sbcglobal.net,831-663-4595,NA,NA,NA,NA,NA,Cheryl Sandoval,sandovalcl@co.monterey.ca.us,755-4552
CA2701897,BERRY DR WS #02,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,STEVE PARKER,sparkerpg@yahoo.com,831-402-6329,NA,NA,NA,NA,NA,Mike Christensen,mcwatersolutions@aol.com,831-601-6079
CA2701959,TIERRA VISTA MWC,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOE MANSHIP,cbmanship@aol.com,831-484-2264,NA,NA,NA,NA,NA,Laureen Tan,laureen.tan@waterboards.ca.gov,(805) 722-6085
CA2702110,DELANY WC,LPA57 - MONTEREY COUNTY,MONTEREY,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRUCE BONGARD,klbbongard@hughes.net,831-728-4017,NA,NA,NA,NA,NA,Bruce Bongard,klbbongard@hughes.net,831-728-4017
CA4000744,AFUERA DE CHORRO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,22,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,THOMAS MAINO,tomm@mainoslo.com,805-550-4200,NA,NA,NA,NA,NA,NA,NA,NA
CA4300573,GREEN ACRES MUTUAL WATER,DISTRICT 17 - SANTA CLARA,SANTA CLARA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHARLES COKER,ccoker21@garlic.com,408-779-2815,NA,NA,NA,NA,NA,Charles Coker,ccoker21@garlic.com,408-779-2815
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,DISTRICT 17 - SANTA CLARA,SANTA CLARA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,"NATHAN PANGESTU",nash2k4@gmail.com,650-996-3992,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA4810024,SID - BLUE RIDGE OAKS,DISTRICT 04 - SAN FRANCISCO,SOLANO,19,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,2603.87,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,NA,NA,NA,NA,Y,Cammie  Morin,cmorin@sidwater.org,707-455-4008
CA4900736,CLEAR CREEK WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,LISA MILLER,groman2014@gmail.com,707-380-9150,NA,NA,NA,NA,NA,Mark Zastrow,mmzastrow@comcast.net,707-230-2975
CA5400660,LAKE SUCCESS MOBILE LODGE,DISTRICT 24 - TULARE,TULARE,19,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SAM PARHAM,sparham@ocsnet.net,559-782-1363,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA4200579,ROSARIO PARK,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS FUNK,CHRIS.FUNK@GEOG.UCSB.EDU,805-722-2017,NA,NA,NA,NA,NA,Mark DuBose,mark@aquatrex.biz,805-294-0657
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,19,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ALICIA BONNETTE,HRWATERCO@AOL.COM,805-567-5400,NA,NA,NA,NA,NA,Matthew Prewitt,hrwaterco@aol.com,805-567-5400
CA4400625,VISTA ROBLES ASSOCIATION,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,19,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARY HOFF,slmghoff@aol.com,831-336-8204,NA,NA,NA,NA,NA,Joel Busa,jbusah2o@gmail.com,(831) 818-3206
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,LPA88 - YUBA COUNTY,YUBA,21,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,1280,ANNA ROMANO,anna@lakefrancisestates.org,530-324-5511,NA,NA,NA,NA,Y,Ethel See,ethel@lakefrancisestates.org,(347) 443-8435
CA5800827,WHISPERING PINES MOBILE HOME PARK,LPA88 - YUBA COUNTY,YUBA,19,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHAEL CORBELLA,CORSMITHPROPERTIES@GMAIL.COM,530-673-3379,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA0707519,DUTCH SLOUGH WATER WORKS,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JIM PRICE,deltalawgroup@yahoo.com,925-516-4686,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4200851,ROLLING HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,21,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,JON KERLEY,JON@NEWIMAGETHRIFT.COM,805-878-9681,NA,NA,NA,NA,NA,NA,NA,NA
CA0707615,DOUBLETREE RANCH WATER SYSTEM,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TOM KOSIC,tkosic@earthlink.net,925-784-8860,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3500552,VENTURE ESTATES MWC,DISTRICT 05 - MONTEREY,SAN BENITO,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARK DICKSON,mcdknabe@gmail.com,408-505-1622,NA,NA,NA,NA,NA,mark dickson,mcdknabe@gmail.com,408 505 1622
CA1500561,ROUND MOUNTAIN WATER COMPANY,DISTRICT 12 - VISALIA,KERN,18,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JUDY ETCHECHURY,foxglovefarm1@gmail.com,661-619-5260,NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA1502620,POND MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,18,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ANNETTE BLEVINS,annette.pondmwc@gmail.com,661-599-0041,NA,NA,NA,NA,NA,Phillip W. Holderness,pholderness@seacotech.com,NA
CA3500511,CASA DE FRUTA ORCHARDS,DISTRICT 05 - MONTEREY,SAN BENITO,20,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,JOE ZANGER,joe@casadefruta.com,408-842-7282,NA,NA,NA,NA,NA,NA,NA,NA
CA3110124,PLACER CWA - MONTE VISTA,DISTRICT 02 - LASSEN,PLACER,18,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRENT SMITH,bsmith@pcwa.net,530-823-4848,NA,CA3110024,NA,NA,NA,NA,NA,NA
CA3301877,BLOCK 77 WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARY ROBERTS,pmainc@earthlink.net,951-279-7649,NA,NA,NA,NA,NA,Ray Currie,ray@currieenterprises.com,714-528-6957
CA2702135,FOOTHILL WA,LPA57 - MONTEREY COUNTY,MONTEREY,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DALE HILLARD,hillard@salinas.net,831-455-2980,NA,NA,NA,NA,NA,Dale Hillard,hillard@salinas.net,831 455 2980
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,18,Non-DAC,Y,Y,Yes,Yes,Yes,Yes,Yes,3,10/8/2021,NA,4379.68,LOREN ROY,lorenroy@icloud.com,408-887-6600,NA,NA,NA,NA,NA,Shawn Mixan,shawn@weber-hayes.com,(831) 708-1755
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,THERESA MOSHER,epine10@msn.com,707-632-5340,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,18,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RODGER HAHN,rhahn1965@gmail.com,530-867-3270,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,DISTRICT 18 - SONOMA,SONOMA,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,WENDY KELLEY,wkangelwings@gmail.com,650-291-2946,NA,NA,NA,NA,NA,Wendy Kelley,wkangelwings@gmail.com,(650) 291-2946
CA4200822,SANTA RITA WATER,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DOUG COFFIN,PINEBOXZ@YAHOO.COM,805-291-9878,NA,NA,NA,NA,NA,Lawrence Gibb,santaritawaterco@gmail.com,NA
CA4400585,RIDGEVIEW ESTATES MWC,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,18,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID MANTLE,thejimmeh9@gmail.com,408-505-3694,NA,NA,NA,NA,NA,David Mantle,thejimmeh9@gmail.com,408 505 3694
CA3600385,BROOKSIDE MHP,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,19,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,RAY BLANCHETTE,rblanchette45@gmail.com,951-312-8785,NA,NA,NA,NA,NA,NA,NA,NA
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,18,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DAN MUELRATH,dmuelrath@diablowater.org,"925-625-3798, 925-625-3798",NA,NA,NA,NA,NA,NA,NA,NA
CA1500579,LIFE WATER CO-OP,DISTRICT 19 - TEHACHAPI,KERN,18,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,KERRY EIKENSKOLD,lifewatercoop@gmail.com,760-377-3151,NA,NA,NA,NA,NA,NA,NA,NA
CA1502659,OWENS PEAK SOUTH,DISTRICT 19 - TEHACHAPI,KERN,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KEVIN MULDER,kevin.c.mulder@gmail.com,517-927-1004,NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,LPA49 - LA COUNTY,LOS ANGELES,18,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,599.99,PATTY EDWARDS,GVMWD2019@GMAIL.COM,661-248-8501,NA,NA,NA,NA,NA,Hung Bui,hung.bui@waterboards.ca.gov,714-558-6720
CA2000553,MD 28 RIPPERDAN SELF HELP,LPA50 - MADERA COUNTY,MADERA,17,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTY DUVALL,Marty.Duvall@madera-county.com,559-675-7811,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,18,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,ROBBERT VAN DER LINDEN,hiddenmeadowwater@gmail.com,408-857-4162,NA,NA,NA,NA,NA,NA,NA,NA
CA2700638,MAHER RD WS #05,LPA57 - MONTEREY COUNTY,MONTEREY,17,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RHONDA SHIPLEY,sbdchianti@sbcglobal.net,831-728-3739,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2700682,PARADISE RD WS #09,LPA57 - MONTEREY COUNTY,MONTEREY,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,VIRGINIA CUMMINS,marie.rocha@dpd-inc.com,831-663-3777,NA,NA,NA,NA,NA,Paula Fasnacht,paula.fasnacht@dpd-inc.com,831.663.3562
CA4000660,BEAR VALLEY WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID _PATTY,butchkwid@yahoo.com,805-543-7047,NA,NA,NA,NA,NA,Clifford Kwid,butchkwid@yahoo.com,(805) 710-0710
CA4000749,TERRA DE ORO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHANNA MADJEDI,terradeorowaterco@gmail.com,805-235-4335,NA,NA,NA,NA,NA,Jonathan Sofer,jsofer@gmail.com,(415) 902-3583
CA4810026,SID - PEABODY,DISTRICT 04 - SAN FRANCISCO,SOLANO,17,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,NA,NA,NA,NA,Y,Cammie  Morin,cmorin@sidwater.org,707-455-4008
CA5200555,RIO RANCH COMMUNITY SVCS DIST,LPA82 - TEHAMA COUNTY,TEHAMA,17,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TOCCOY DUDLEY,toccoy@pacbell.net,530-527-7053,NA,NA,NA,NA,NA,Patrick Shaughnessy,patbec2@sbcglobal.net,530-949-8359
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ALICIA BONNETTE,HRWATERCO@AOL.COM,805-567-5400,NA,NA,NA,NA,NA,Matthew Prewitt,hrwaterco@aol.com,805-567-5400
CA4200804,WALKING M RANCHES,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RON DOHMEYER,DOHRON@ICLOUD.COM,805-218-7656,NA,NA,NA,NA,NA,Mark DuBose,mark@aquatrex.biz,805-294-0657
CA4400692,ALLAN LANE WATER ASSOCIATION,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,17,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KRISTIN MOSHER,kristin.mosher51@att.net,831-724-2590,NA,NA,NA,NA,NA,Kristin Mosher,kristin.mosher51@att.net,831-724-2590
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,LPA34 - BUTTE COUNTY,BUTTE,17,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,GENE _DUNNING,gene@aleprechaun.com,530-899-3963,NA,NA,NA,NA,NA,NA,NA,NA
CA0400003,HARTLEY MUTUAL WATER SYSTEM,LPA34 - BUTTE COUNTY,BUTTE,16,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHN _GRAHAM,jgraham@calwater.com,530-893-1869,NA,NA,NA,NA,NA,Stephanie Sprague,steph@theron99.com,(530) 852-4977
CA1500543,AGAPE MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,KERN,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GLENN MYERS,gsmyers5760@att.net,661-589-4704,NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA3200155,FRCCSD HOT SPRINGS,LPA62 - PLUMAS COUNTY,PLUMAS,17,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,JEFFREY WILSON,TobinRiverOtter@aol.com,530-283-2906,NA,NA,NA,NA,NA,NA,NA,NA
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,DISTRICT 12 - VISALIA,KERN,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RENEE BROOKS,renee.brooks3655@gmail.com,661-203-6551,NA,NA,NA,NA,NA,Amber Fuller,afuller@seacotech.com,661-588-9323
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,16,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TERRI CHAMBERLAIN,lilterric@aol.com,661-428-4600,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DENNIS GATSON,dgatson@mcmorchlor.com,661-323-9400,NA,NA,NA,NA,NA,Dennis Gatson,dgatson@mcmorchlor.com,(661) 323-9400
CA1502449,CYPRESS CANYON WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,16,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,RON COLLINS,ingeolsen1959@gmail.com,760-379-2505,NA,NA,NA,NA,Y,Phillip W. Holderness,pholderness@seacotech.com,NA
CA2000727,MD 36 EASTIN ARCOLA,LPA50 - MADERA COUNTY,MADERA,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTY DUVALL,Marty.Duvall@madera-county.com,559-675-7811,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,DISTRICT 06 - SANTA BARBARA,VENTURA,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,FRANK BROMMENSCHENKEL,frank.brommen@verizon.net,805-525-4200,NA,NA,NA,NA,NA,Frank Brommenschenkel,frank.brommen@verizon.net,805-525-4200
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,DISTRICT 13 - SAN BERNARDINO,INYO,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHARLES PHINIZY,cphinizy62@gmail.com,305-395-0599,NA,NA,NA,NA,NA,Charles Phinizy,cphinizy62@gmail.com,NA
CA3010093,EAST ORANGE COUNTY WD - WZ,DISTRICT 08 - SANTA ANA,ORANGE,16,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID YOUNGBLOOD,dyoungblood@eocwd.com,714-538-5815,NA,NA,NA,NA,NA,Jerry Mendzer,jmendzer@eocwd.com,714-538-5815
CA2700669,ORCHARD LN WS #02,LPA57 - MONTEREY COUNTY,MONTEREY,16,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TAFFI MORALES,dede1949@aol.com,831-663-5208,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2700691,PESANTE RD WS #06,LPA57 - MONTEREY COUNTY,MONTEREY,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,Mike Christensen,mcwatersolutions@aol.com,831-601-6079,NA,NA,NA,NA,NA,Mike Christensen,mcwatersolutions@aol.com,831-601-6079
CA2700740,SAN MIGUEL WS #03,LPA57 - MONTEREY COUNTY,MONTEREY,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CAROL LEFEVER,CALART@REDSHIFT.COM,0,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2700775,TIERRA VERDE MWC,LPA57 - MONTEREY COUNTY,MONTEREY,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TREY BUSCH,Service@CypressWaterServices.com,831-229-9532,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2701278,RANCHO CHAPARRAL MWC,LPA57 - MONTEREY COUNTY,MONTEREY,16,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RAY SANBORN,raysanborn@gmail.com,831-667-2409,NA,NA,NA,NA,NA,Raymond Sanborn,raysanborn@gmail.com,(831) 667-2120
CA2701423,ECHO VALLEY RD WS #05,LPA57 - MONTEREY COUNTY,MONTEREY,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAVE BURNSIDE,DAVEBURNSIDE50@YAHOO.COM,831-277-0459,NA,NA,NA,NA,NA,Fred Nohr,fnohr@baypropertymgmt.com,831-422-5614
CA2701633,PARADISE RD WS #21,LPA57 - MONTEREY COUNTY,MONTEREY,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DONNA KEMPER,PARADISEWATER21@GMAIL.COM,831-262-5752,NA,NA,NA,NA,NA,Donna Kemper,paradisewater21@gmail.com,(831) 262-5752
CA2702026,APRICOT LN WS,LPA57 - MONTEREY COUNTY,MONTEREY,16,Non-DAC,Y,Y,Yes,Yes,Yes,Yes,Yes,3,10/8/2021,NA,518,ROBERT CRAIN,rustywater@sbcglobal.net,831-761-8686,NA,NA,NA,NA,NA,Robert Crain,rustywater@sbcglobal.net,(831) 761-8686
CA4100510,REDWOOD TERRACE MUTUAL,DISTRICT 17 - SANTA CLARA,SAN MATEO,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,KURT ELVERT,kurtelvert@gmail.com,408-489-8595,NA,NA,NA,NA,NA,Kurt Elvert,kurtelvert@gmail.com,408-489-8595
CA4300571,SULLIVAN MUTUAL WATER,DISTRICT 17 - SANTA CLARA,SANTA CLARA,16,Non-DAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,DAN NORRIS,dnorris@busd.net,408-529-5673,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4300996,VALLEY VIEW RANCHES,DISTRICT 17 - SANTA CLARA,SANTA CLARA,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RICK BOTTOMLEY,rickbottomley@yahoo.com,408-219-5465,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4000775,MUSTANG SPRINGS MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,16,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GREG _POWELL,greg@make-it.com,805-237-8800,NA,NA,NA,NA,NA,Michael Steinbock,h2omike7193@hotmail.com,805 712 7827
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,16,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DANIEL ROSE,DOCTORDAN@ATT.NET,707-433-5667,NA,NA,NA,NA,NA,Daniel Rose,doctordan@att.net,(707) 433-5667
